Region,Country,Station,Latitude,Longitude,"Ts,avg","Ts,amplitude,1","Ts,amplitude,2",PL1,PL2
5,USA,Minot Intl AP   ,48.27,-101.28,7.4,13.4,-1.6,29,6
5,USA,Williston-Sloulin Field Intl AP  ,48.2,-103.65,8.4,15.1,-1.4,26,32
5,USA,Ainsworth Muni AP   ,42.58,-100,11,12.5,1,25,-32
5,USA,Alliance Muni AP   ,42.05,-102.8,11.5,13.9,-1.8,20,46
5,USA,Beatrice Muni AP   ,40.3,-96.75,12.4,13.5,0.8,23,12
5,USA,Bellevue-Offutt AFB    ,41.12,-95.92,11.5,14.1,-0.7,20,39
5,USA,Broken Bow Muni AP  ,41.43,-99.65,9.8,13.4,-0.7,28,17
5,USA,Chadron Muni AP   ,42.83,-103.08,12,13.6,-0.8,21,37
5,USA,Columbus Muni AP   ,41.45,-97.33,10.9,14.2,0.2,27,13
5,USA,Falls City-Brenner Field   ,40.08,-95.6,12.3,13.4,1.2,24,17
5,USA,Fremont Muni AP   ,41.45,-96.52,11.2,14.1,0.9,26,-10
5,USA,Grand Island-Central Nebraska Rgnl AP ,40.97,-98.32,10.8,14.5,0,23,-4
5,USA,Hastings Muni AP   ,40.6,-98.43,11.7,13.8,-0.4,24,-2
5,USA,Holdrege-Brewster Field    ,40.45,-99.33,10.6,13.4,1,21,-38
5,USA,Imperial Muni AP   ,40.52,-101.62,13.1,13.5,-1.4,21,25
5,USA,Kearney Muni AWOS   ,40.73,-99,10.8,13,-0.6,25,34
5,USA,Lincoln Muni AP   ,40.83,-96.77,12.2,14,0.9,18,1
5,USA,McCook Muni AP   ,40.2,-100.58,12.4,14,1.2,20,-18
5,USA,Norfolk-Karl Stefan Mem AP  ,41.98,-97.43,10.3,14.6,-0.2,24,3
5,USA,North Platte Rgnl AP  ,41.12,-100.67,10.4,13.2,-0.7,25,5
5,USA,Omaha-Eppley Airfield    ,41.32,-95.9,12.2,14.4,0.8,25,29
5,USA,Omaha WSFO    ,41.37,-96.02,11.7,14.8,0.7,22,25
5,USA,ONeill-Baker Field    ,42.47,-98.68,9.8,13.9,-1.2,26,49
5,USA,Ord-Sharp Field    ,41.62,-98.95,10.8,13.8,-0.7,21,-19
5,USA,Scottsbluff-W B Heilig Field  ,41.87,-103.6,11.7,13.8,-0.7,19,34
5,USA,Sidney Muni AP   ,41.1,-102.98,11.1,13.2,-0.5,17,7
5,USA,Tekamah AWOS    ,41.77,-96.17,11.5,14,0.6,25,-5
5,USA,Valentine-Miller Field    ,42.87,-100.55,10.9,13.1,0.3,24,0
5,USA,Berlin Muni AP   ,44.58,-71.18,6.8,12,-1.5,38,25
5,USA,Concord Muni AP   ,43.2,-71.5,9.1,12.8,-0.7,27,-7
5,USA,Keene-Dillant Hopkins AP   ,42.9,-72.27,9.8,12.6,-1,30,-2
5,USA,Laconia Muni AWOS   ,43.57,-71.42,9.4,12.2,-1.4,29,-2
5,USA,Lebanon Muni AP   ,43.63,-72.3,9.3,12.8,-0.7,32,-2
5,USA,Manchester Muni AP   ,42.93,-71.43,11,12.2,0,32,12
5,USA,Mount Washington    ,44.27,-71.3,-0.4,5.4,0,44,7
5,USA,Pease Intl Tradeport   ,43.08,-70.82,10,12,-1,30,5
5,USA,Atlantic City Intl AP  ,39.45,-74.57,13.2,11,0.1,25,1
5,USA,Belmar-Monmouth County AP   ,40.18,-74.07,12.9,11.3,-0.9,29,-14
5,USA,Caldwell-Essex County AP   ,40.88,-74.28,13.2,10.5,-0.4,30,0
5,USA,Cape May County AP  ,39,-74.92,14.6,10,-1.1,33,9
5,USA,McGuire AFB    ,40.02,-74.6,13.6,11.3,0.5,28,8
5,USA,Millville Muni AP   ,39.37,-75.08,14,10.6,-0.8,26,-24
5,USA,Newark Intl AP   ,40.72,-74.18,13.7,12.1,0.6,24,3
5,USA,Teterboro AP    ,40.85,-74.07,13.3,10.1,0.4,25,13
5,USA,Trenton-Mercer County AP   ,40.28,-74.82,14,11.7,0.4,25,-1
5,USA,Albuquerque Intl AP   ,35.04,-106.62,16.4,12,1.1,18,-27
5,USA,Carlsbad Cavern City Air Terminal ,32.33,-104.27,19.9,11.7,0.6,18,17
5,USA,Clayton Muni AP   ,36.45,-103.15,15.3,12.2,0.3,18,4
5,USA,Clovis-Cannon AFB    ,34.38,-103.32,16,13,-0.2,20,0
5,USA,Clovis Muni AWOS   ,34.43,-103.08,16,12.7,0,17,15
5,USA,Deming Muni AP   ,32.25,-107.72,19.5,11.1,1.1,13,-7
5,USA,Farmington-Four Corners Rgnl AP  ,36.75,-108.23,14.7,13.1,-0.9,14,44
5,USA,Gallup-Sen Clarke Field   ,35.52,-108.78,13,11.8,-1.3,16,48
5,USA,Holloman AFB    ,32.85,-106.1,18.7,11.6,1.5,14,-22
5,USA,Las Cruces Intl AP  ,32.28,-106.92,20,11.8,0.5,19,-33
5,USA,Las Vegas-Muni AP   ,35.65,-105.15,13.5,10.1,0,16,10
5,USA,Roswell Industrial Air Park  ,33.3,-104.53,19.4,11.1,0.7,16,-5
5,USA,Ruidoso-Sierra Blanca Rgnl AP  ,33.47,-105.53,15.8,9.6,1.1,11,-23
5,USA,Santa Fe County Muni AP ,35.62,-106.08,12.4,10.9,1.2,15,-23
5,USA,Taos Muni AP   ,36.45,-105.67,9.9,11.7,0,16,15
5,USA,Truth or Consequences Muni AP ,33.23,-107.27,18.9,11.1,0.7,14,-28
5,USA,Tucumcari AP    ,35.18,-103.6,16.3,12.2,0.2,19,9
5,USA,Elko Muni AP   ,40.83,-115.8,11.3,13.1,-1,17,38
5,USA,Ely-Yelland Field    ,39.3,-114.85,10.5,11.9,-1,19,42
5,USA,Fallon NAS    ,39.42,-118.72,15.4,12.9,1,18,-38
5,USA,Las Vegas-McCarran Intl AP  ,36.08,-115.15,21.6,12.5,0,19,11
5,USA,Lovelock-Derby Field    ,40.07,-118.55,14.7,12.9,-1.6,20,48
5,USA,Mercury-Desert Rock AP   ,36.63,-116.02,19.8,12.3,0,18,2
5,USA,Nellis AFB    ,36.25,-115.03,22.4,13.2,-1.1,16,34
5,USA,Reno-Tahoe Intl AP   ,39.48,-119.77,14.1,12,-1.3,18,41
5,USA,Tonopah AP    ,38.07,-117.08,13.9,12.2,-1.4,19,35
5,USA,Winnemucca Muni AP   ,40.9,-117.8,12.9,12.8,-1.2,18,42
5,USA,Albany County AP   ,42.75,-73.8,10,12.5,-1,26,-28
5,USA,Binghamton-Edwin A Link Field  ,42.2,-75.98,9.3,12,-1.2,28,-16
5,USA,Buffalo-Greater Buffalo Intl AP  ,42.93,-78.73,10,12.2,-0.6,30,-17
5,USA,Elmira Rgnl AP   ,42.17,-76.9,10.3,11,0.5,25,3
5,USA,Fort Drum-Wheeler Sack AAF  ,44.05,-75.72,8.6,11.9,-1.6,28,12
5,USA,Glens Falls-Bennett Mem AP  ,43.35,-73.62,9.6,12.6,-0.7,31,-18
5,USA,Islip-Long Island MacArthur AP  ,40.78,-73.1,13.4,11.2,-0.1,28,-10
5,USA,Jamestown AWOS    ,42.15,-79.27,9,11,-1.3,32,-5
5,USA,Massena AP    ,44.93,-74.85,8.3,13,-1.4,28,4
5,USA,Monticello AWOS    ,41.7,-74.8,9.4,12.5,-0.8,30,10
5,USA,New York-Central Park   ,40.78,-73.97,13.6,11.8,0.3,25,10
5,USA,New York-J F Kennedy Intl AP,40.65,-73.8,13.7,11.5,-0.6,29,42
5,USA,New York-LaGuardia AP   ,40.78,-73.88,14.7,11.4,0.1,30,10
5,USA,Newburgh-Stewart Intl AP   ,41.5,-74.1,11.4,12.3,-1,28,-13
5,USA,Niagara Falls Intl AP  ,43.1,-78.95,10.5,12,-1.7,34,-10
5,USA,Poughkeepsie-Dutchess County AP   ,41.63,-73.88,11.3,11.8,1,25,33
5,USA,Republic AP    ,40.72,-73.42,13.6,10.6,1,31,-31
5,USA,Rochester-Greater Rochester Intl AP  ,43.12,-77.68,10.4,12.5,-0.8,28,-34
5,USA,Saranac Lake-Adirondack Rgnl AP  ,44.38,-74.2,6.9,12.1,-2.2,27,19
5,USA,Syracuse-Hancock Intl AP   ,43.12,-76.1,10.2,12.4,-0.7,25,-24
5,USA,Utica-Oneida County AP   ,43.15,-75.38,9.8,12.5,-0.4,27,6
5,USA,Watertown AP    ,44,-76.02,8.8,12.6,-0.6,33,24
5,USA,Westhampton-Suffolk County AP   ,40.85,-72.63,12,10.2,1,30,-9
5,USA,White Plains-Westchester County AP  ,41.07,-73.72,11.7,11.3,1,26,8
5,USA,Akron Canton Rgnl AP  ,40.92,-81.43,10.8,12.4,-1.1,26,-28
5,USA,Cincinnati Muni AP-Lunken Field  ,39.1,-84.42,13.6,11.4,0.3,24,8
5,USA,Cleveland-Burke Lakefront AP   ,41.52,-81.68,11.6,12.5,-1,30,-46
5,USA,Cleveland-Hopkins Intl AP   ,41.4,-81.85,11.2,13.1,-0.3,27,6
5,USA,Columbus-Port Columbus Intl AP  ,39.98,-82.88,12.4,11.8,0.8,23,40
5,USA,Dayton-Wright Patterson AFB   ,39.83,-84.05,12.3,11.6,-1.1,27,9
5,USA,Dayton Intl AP   ,39.9,-84.22,12.1,12.6,0.5,21,28
5,USA,Findlay AP    ,41.02,-83.67,11.9,11.1,1.1,22,14
5,USA,Mansfield-Lahm Muni AP   ,40.82,-82.52,10.3,12.8,-1.1,28,-23
5,USA,Ohio State University AP  ,40.07,-83.07,13.2,12.3,1.5,28,-23
5,USA,Toledo Express AP   ,41.58,-83.8,10.5,13,0.6,23,43
5,USA,Youngstown Rgnl AP   ,41.25,-80.67,10.2,12,-0.1,27,10
5,USA,Zanesville Muni AP   ,39.95,-81.9,13.1,10,0.1,19,8
5,USA,Altus AFB    ,34.65,-99.27,18.3,12.3,0.1,21,2
5,USA,Bartlesville-Phillips Field    ,36.77,-96.02,15.5,11.7,0.6,15,12
5,USA,Clinton Sherman AP   ,35.33,-99.2,16.1,12.5,0.7,23,8
5,USA,Fort Sill-Henry Post AAF  ,34.65,-98.4,17.7,12.3,0.1,22,10
5,USA,Gage AP    ,36.3,-99.77,17.3,13.7,1,16,-11
5,USA,Hobart Muni AP   ,35,-99.05,17.4,12.6,1.3,24,-22
5,USA,Lawton Muni AP   ,34.57,-98.42,17.7,10.7,0.6,19,-33
5,USA,McAlester Rgnl AP   ,34.9,-95.78,17.9,10.8,0.7,21,8
5,USA,Oklahoma City-Tinker AFB   ,35.42,-97.38,16.5,12.4,-0.6,21,8
5,USA,Oklahoma City-Wiley Post Field  ,35.53,-97.65,16.5,12.3,0.2,23,4
5,USA,Oklahoma City-Will Rogers World AP ,35.38,-97.6,16.9,11.7,1.3,22,-7
5,USA,Ponca City Muni AP  ,36.61,-97.49,17.3,12.6,1.5,24,-28
5,USA,Stillwater Rgnl AP   ,36.15,-97.08,17,12.4,1.3,19,-26
5,USA,Tulsa Intl AP   ,36.2,-95.88,16.8,12.4,0.5,19,11
5,USA,Vance AFB    ,36.33,-97.92,15.7,13,-1,24,51
5,USA,Astoria Rgnl AP   ,46.15,-123.88,12.6,6,-0.9,23,59
5,USA,Aurora State AP   ,45.25,-122.77,14.6,8.9,-1.2,20,43
5,USA,Baker Muni AP   ,44.83,-117.82,10.8,12.1,-1.6,21,35
5,USA,Burns Muni AP   ,43.52,-119.02,10.4,12.3,-1.5,19,36
5,USA,Corvallis Muni AP   ,44.48,-123.28,14.9,8.7,-1.3,18,53
5,USA,Eugene-Mahlon Sweet AP   ,44.05,-123.07,13.4,8.7,0,20,5
5,USA,Klamath Falls Intl AP  ,42.22,-121.74,11.8,11.3,-2,20,36
5,USA,La Grande Muni AP  ,45.28,-118,12.4,11.4,-1.7,19,54
5,USA,Lakeview AWOS    ,42.17,-120.4,11.1,11.5,-1.3,20,34
5,USA,Medford-Rogue Valley Intl AP  ,42.19,-122.7,14.9,10.6,1.6,20,-35
5,USA,North Bend Muni AP  ,43.42,-124.25,13.2,5.1,0.1,20,18
5,USA,Pendleton-Eastern Oregon Rgnl AP  ,45.7,-118.83,13.5,11.3,1.4,19,-31
5,USA,Portland-Hillsboro AP    ,45.53,-122.95,14.3,8.6,1.2,13,-26
5,USA,Portland-Troutdale AP    ,45.55,-122.4,14.5,9.1,-1.2,22,46
5,USA,Portland Intl AP   ,45.6,-122.62,14.2,8.8,1.4,20,-27
5,USA,Redmond-Roberts Field    ,44.25,-121.17,11.5,10.5,0.1,20,6
5,USA,Roseburg Rgnl AP   ,43.23,-123.35,15.5,8.3,1.1,16,-37
5,USA,Salem-McNary Field    ,44.9,-123,13.8,8.7,0.1,20,6
5,USA,Sexton Summit    ,42.6,-123.37,13.1,9.4,-1,29,29
5,USA,Allentown-Lehigh Valley Intl AP  ,40.65,-75.45,11.8,12.4,1.2,24,40
5,USA,Altoona-Blair County AP   ,40.3,-78.32,11.8,11.2,1.3,23,-17
5,USA,Bradford Rgnl AP   ,41.8,-78.63,7.6,11.6,-1,27,9
5,USA,Butler County AWOS   ,40.78,-79.95,10.4,12.4,-0.9,27,-6
5,USA,DuBois-Jefferson County AP   ,41.18,-78.9,9.4,12,-0.1,26,6
5,USA,Erie Intl AP   ,42.08,-80.18,10.4,12.3,-1.1,30,-23
5,USA,Franklin-Chess Lemberton AP   ,41.38,-79.87,9.8,11.3,-0.5,26,35
5,USA,Harrisburg-Capital City AP   ,40.22,-76.85,12.8,12.1,0.8,22,11
5,USA,Harrisburg Intl AP   ,40.2,-76.77,12.2,13.5,-0.6,26,-16
5,USA,Johnstown-Cambria County AP   ,40.32,-78.83,10.5,11.8,0.7,24,-8
5,USA,Lancaster AP    ,40.12,-76.3,13.5,10.8,0,19,10
5,USA,Philadelphia-NE Philadelphia AP   ,40.08,-75.02,14.2,11.9,0.4,27,7
5,USA,Philadelphia Intl AP   ,39.87,-75.23,13.9,11.9,0.5,23,3
5,USA,Pittsburgh-Allegheny County AP   ,40.35,-79.92,12.6,10.2,0.8,22,13
5,USA,Pittsburgh Intl AP   ,40.5,-80.23,11.9,11.5,0.1,23,4
5,USA,Reading Mem AP-Spaatz Field  ,40.37,-75.97,13.5,11.5,0.9,25,25
5,USA,State College-Penn State University  ,40.72,-77.93,11.1,12,1.6,31,64
5,USA,Washington AWOS    ,40.13,-80.28,12.1,10.7,-0.7,24,16
5,USA,Wilkes-Barre-Scranton Intl AP   ,41.33,-75.73,10.8,12.6,0.1,25,11
5,USA,Williamsport Rgnl AP   ,41.25,-76.92,11.7,12.5,0.8,24,37
5,USA,Willow Grove NAS   ,40.2,-75.15,14,10.6,-0.2,27,13
5,USA,Aquadilla/Borinquen,18.5,-67.13,26,1.5,0,41,-6
5,USA,Eugenio Maria De Ho,18.25,-67.15,26.4,1.4,-0.2,20,7
5,USA,Mercedita,18,-66.55,26.6,1.6,0.1,24,-1
5,USA,Roosevelt-Roads,18.25,-65.63,27.6,1.7,-0.1,32,1
5,USA,SanJuanIntlArpt,18.42,-66,27,1.8,-0.1,39,-13
5,USA,SanJuanLMMarinIntlAP,18.43,-66,27,1.9,0.1,34,-7
5,USA,Block Island State AP  ,41.17,-71.58,12.2,9.3,-0.9,38,26
5,USA,Pawtucket AWOS    ,41.92,-71.5,10.9,11.5,-0.5,28,9
5,USA,Providence-T F Green State AP ,41.72,-71.43,11.7,11.5,0.2,27,-4
5,USA,Anderson County AP   ,34.5,-82.72,16.5,10.3,0.4,26,-2
5,USA,Beaufort MCAS    ,32.48,-80.72,19.4,9,0.6,23,7
5,USA,Charleston Intl AP   ,32.9,-80.03,19.4,8.8,0.5,23,1
5,USA,Columbia Metro AP   ,33.95,-81.12,18.3,9.6,1.1,20,5
5,USA,Florence Rgnl AP   ,34.18,-79.73,19,9.3,1,22,-21
5,USA,Greenville-Downtown AP    ,34.85,-82.35,16.1,10.7,0.3,25,1
5,USA,Greer Greenville-Spartanburg AP   ,34.9,-82.22,16.7,10.2,0.7,20,-19
5,USA,Myrtle Beach AFB   ,33.68,-78.93,18.5,8.9,0.7,20,6
5,USA,North Myrtle Beach-Grand Strand Field ,33.82,-78.72,18.3,9,0.7,21,4
5,USA,Shaw AFB    ,33.97,-80.47,17.3,9.9,0.2,20,3
5,USA,Aberdeen Rgnl AP   ,45.45,-98.42,9.2,14,-1,27,3
5,USA,Brookings AWOS    ,44.3,-96.82,8.9,13.1,-0.5,24,9
5,USA,Ellsworth AFB    ,44.15,-103.1,8.8,13.3,-3.1,27,16
5,USA,Huron Rgnl AP   ,44.4,-98.22,8.6,14,-1.5,28,7
5,USA,Mitchell AWOS    ,43.77,-98.03,9,14.7,-2.6,28,28
5,USA,Mobridge Muni AP   ,45.53,-100.43,8.1,14.4,-2.2,25,30
5,USA,Pierre Muni AP   ,44.38,-100.28,9.9,14.3,-0.5,25,16
5,USA,Rapid City Rgnl AP  ,44.05,-103.05,9.3,13.2,-0.8,25,23
5,USA,Sioux Falls-Foss Field   ,43.58,-96.75,9.6,14.1,-0.7,26,8
5,USA,Watertown Muni AP   ,44.93,-97.15,7.7,13.7,-1,31,17
5,USA,Yankton-Chan Gurney Muni AP  ,42.92,-97.38,10.2,14.6,-1.4,29,11
5,USA,Bristol-TriCities Rgnl AP   ,36.47,-82.4,14.3,10.7,0.7,22,17
5,USA,Chattanooga-Lovell Field AP   ,35.03,-85.2,16.9,10.3,0.5,20,-5
5,USA,Crossville Mem AP   ,35.95,-85.08,14.9,9.7,0.9,20,0
5,USA,Dyersburg Muni AP   ,36.02,-89.4,16.9,11.3,-0.1,28,-7
5,USA,Jackson-McKellar Sipes Rgnl AP  ,35.6,-88.92,16.8,9.8,1.3,18,2
5,USA,Knoxville-McGhee Tyson AP   ,35.82,-83.98,15.9,11.2,0.9,22,10
5,USA,Memphis Intl AP   ,35.07,-89.98,18.1,11,0.7,21,6
5,USA,Nashville Intl AP   ,36.12,-86.68,16.7,11.4,0.9,23,3
5,USA,Abilene-Dyess AFB    ,32.43,-99.85,20.3,10.9,0.4,21,5
5,USA,Abilene Rgnl AP   ,32.47,-99.71,18.1,11.1,1.5,21,6
5,USA,Alice Intl AP   ,27.73,-98.03,23.3,7.6,0.8,18,2
5,USA,Amarillo Intl AP   ,34.99,-101.9,16,12,0.8,18,-26
5,USA,Austin-Camp Mabry    ,30.32,-97.77,20.8,9.3,1,20,-7
5,USA,Austin-Mueller Muni AP   ,30.29,-97.74,21.4,8.2,0.5,21,11
5,USA,Brownsville-South Padre Island AP  ,25.9,-97.43,23.3,7.1,1.2,20,6
5,USA,Childress Muni AP   ,34.43,-100.28,18.5,12,-0.9,21,32
5,USA,College Station-Easterwood Field   ,30.58,-96.37,20.7,8.6,1.5,20,-34
5,USA,Corpus Christi Intl AP  ,27.88,-97.63,22.4,7.4,1,24,13
5,USA,Corpus Christi NAS   ,27.68,-97.28,23.6,6.7,0.8,27,0
5,USA,Cotulla AP    ,28.45,-99.22,24.7,8.6,2,8,-15
5,USA,Cox Field    ,33.63,-95.45,18,10.5,0.8,22,-24
5,USA,Dalhart Muni AP   ,36.02,-102.55,14.4,12.4,-1.4,21,41
5,USA,Dallas-Addison AP    ,32.97,-96.83,19.5,11.4,1.7,24,-34
5,USA,Dallas-Fort Worth Intl AP  ,32.9,-97.02,19.7,10.7,1.4,20,-13
5,USA,Dallas-Love Field    ,32.85,-96.85,20.8,11.6,0.9,26,-5
5,USA,Dallas-Redbird AP    ,32.68,-96.87,20.7,9.9,2,18,-25
5,USA,Del Rio-Laughlin AFB   ,29.37,-100.78,24.5,9.6,1.1,14,-5
5,USA,Del Rio    ,29.38,-100.91,23,9.5,0.6,23,-27
5,USA,Draughon-Miller Central Texas AP  ,31.15,-97.4,19.9,9.7,0.5,22,4
5,USA,El Paso Intl AP  ,31.77,-106.5,20.7,10.8,0.7,14,-6
5,USA,Fort Hood    ,31.13,-97.72,20.4,10.2,1.2,21,12
5,USA,Fort Worth-Alliance AP   ,32.98,-97.32,18.8,10.6,0.5,24,10
5,USA,Fort Worth-Meacham AP   ,32.82,-97.37,19.2,11.4,-1,22,38
5,USA,Fort Worth NAS   ,32.77,-97.45,20,9.8,1.3,18,-21
5,USA,Galveston     ,29.3,-94.8,22.1,8,0.9,24,-24
5,USA,Georgetown AWOS    ,30.68,-97.68,20.2,9.4,0.4,25,1
5,USA,Greenville Muni AP   ,33.07,-96.07,19,10.7,0.4,23,5
5,USA,Harlingen-Valley Intl AP   ,26.23,-97.65,23.6,6.2,-0.3,27,-9
5,USA,Hondo Muni AP   ,29.37,-99.17,21,9,1.2,21,-13
5,USA,Houston-Bush Intercontinental AP   ,30,-95.37,21.2,8.4,0.7,23,5
5,USA,Houston-D W Hooks AP  ,30.07,-95.55,21.5,8.2,1.3,21,-3
5,USA,Houston-Ellington AFB    ,29.57,-95.09,21.4,8.1,0.7,28,15
5,USA,Houston-William P Hobby AP  ,29.65,-95.28,21.9,7.2,0,22,10
5,USA,Killeen-Fort Hood Rgnl AP  ,31.07,-97.83,20.8,8.9,1.2,24,-3
5,USA,Killeen Muni AWOS   ,31.08,-97.68,20.1,9.6,1.2,25,3
5,USA,Kingsville     ,27.5,-97.82,22.8,7.2,0.3,26,-2
5,USA,Laredo Intl AP   ,27.57,-99.49,24.2,9.5,1.8,18,26
5,USA,Longview-Gregg County AP   ,32.29,-94.98,19.7,9.4,0.4,28,-4
5,USA,Lubbock Intl AP   ,33.67,-101.82,17.8,11.5,0.9,17,-4
5,USA,Lufkin-Angelina Co AP   ,31.23,-94.75,19.9,8.9,0.6,22,12
5,USA,Marfa AP    ,30.37,-104.02,18,9.6,1.1,16,-12
5,USA,McAllen-Miller Intl AP   ,26.31,-98.17,24.7,7.5,1.3,21,-24
5,USA,McGregor AWOS    ,31.48,-97.32,19.8,10.1,0,29,-3
5,USA,Midland Intl AP   ,31.95,-102.18,19.6,10.5,0.3,14,2
5,USA,Mineral Wells Muni AP  ,32.78,-98.07,19.3,10,0.8,24,-25
5,USA,Nacogdoches AWOS    ,31.58,-94.72,19.4,9.1,0.5,25,0
5,USA,Palacios Muni AP   ,28.72,-96.25,21.6,7.9,1,25,30
5,USA,Port Arthur-Jefferson Co AP  ,29.95,-94.02,21.2,8.2,0.8,21,15
5,USA,Randolph AFB    ,29.53,-98.28,21.1,8.8,1.2,21,3
5,USA,Rockport-Aransas Co AP   ,28.08,-97.05,23.4,7,0.4,25,25
5,USA,San Angelo-Mathis AP   ,31.35,-100.5,20.1,10.9,1.5,15,-3
5,USA,San Antonio-Kelly AFB   ,29.38,-98.58,22.1,8.8,1.1,23,31
5,USA,San Antonio-Stinson AP   ,29.33,-98.47,21.6,8.7,0.2,16,1
5,USA,San Antonio Intl AP  ,29.53,-98.47,21.3,9,0.9,23,5
5,USA,Tyler-Pounds Field    ,32.35,-95.4,19.3,9.6,0.6,23,-15
5,USA,Victoria Rgnl AP   ,28.87,-96.93,21.5,8.1,0.8,24,-5
5,USA,Waco Rgnl AP   ,31.62,-97.23,19.8,10.4,1.3,20,-16
5,USA,Wichita Falls Muni AP  ,33.98,-98.5,18.3,10.9,0.8,21,-12
5,USA,Wink-Winkler County AP   ,31.78,-103.2,21.4,11.8,0.7,13,14
5,USA,Blanding Muni AP   ,37.62,-109.48,13.9,12.9,-1.8,18,37
5,USA,Bryce Canyon AP   ,37.7,-112.15,7,11,-1.7,29,24
5,USA,Cedar City Muni AP  ,37.7,-113.1,13.7,12.4,-0.1,19,11
5,USA,Delta Muni AP   ,39.33,-112.58,13.5,12.5,-2.8,20,44
5,USA,Hanksville AP    ,38.37,-110.72,15.7,14.3,-2,16,40
5,USA,Moab-Canyonlands Field    ,38.58,-109.54,15.5,13.9,1.3,14,-31
5,USA,Ogden-Hill AFB    ,41.12,-111.97,12.2,12.4,-1.5,24,30
5,USA,Ogden-Hinkley AP    ,41.2,-112.02,14.2,14,0.9,18,-27
5,USA,Provo Muni AWOS   ,40.22,-111.72,12.5,12,-1.5,17,50
5,USA,Saint George AWOS   ,37.08,-113.6,21.1,12.9,0,13,12
5,USA,Salt Lake City Intl AP ,40.77,-111.97,13.1,12,-1.9,22,52
5,USA,Vernal AP    ,40.43,-109.52,12.5,13.7,1.3,14,-25
5,USA,Wendover USAF Auxiliary Field  ,40.72,-114.03,13.8,14.4,-1.5,16,49
5,USA,Abingdon-Virgina Highlands AP   ,36.68,-82.03,13.8,10.4,-1.3,24,33
5,USA,Arlington-Ronald Reagan Washington Natl AP ,38.87,-77.03,15.3,11.6,-0.6,26,-11
5,USA,Blacksburg-Virginia Tech AP   ,37.22,-80.42,13.2,11.1,0.4,27,10
5,USA,Charlottesville-Albemarle County AP   ,38.13,-78.45,15.8,10,1.2,22,32
5,USA,Danville Rgnl AP   ,36.57,-79.33,16.1,10.5,1.6,21,-16
5,USA,Davison AAF    ,38.72,-77.18,14.8,11.7,-0.7,25,-18
5,USA,Farmville Muni AP   ,37.35,-78.43,15.7,11.2,0.4,29,-2
5,USA,Franklin Muni AP   ,36.7,-76.9,17.3,9.6,1.1,24,-21
5,USA,Fredericksburg-Shannon AP    ,38.27,-77.45,15,11.5,-0.5,25,4
5,USA,Hillsville-Twin County AP   ,36.77,-80.82,12.6,10.6,-0.8,26,30
5,USA,Hot Springs-Ingalls Field   ,37.95,-79.83,10.3,9.9,0.1,28,2
5,USA,Langley AFB    ,37.08,-76.35,15.3,11,-0.1,25,5
5,USA,Leesburg Muni AP-Godfrey Field  ,39.08,-77.57,13.6,12,0.2,26,-6
5,USA,Lynchburg Rgnl AP-Preston Glen Field ,37.33,-79.2,15,11.1,0.7,21,2
5,USA,Manassas Muni AWOS   ,38.72,-77.52,13.5,11.3,-0.9,24,8
5,USA,Marion-Wytheville-Mountain Empire AP   ,36.9,-81.35,13.5,10.7,1.1,20,-7
5,USA,Martinsville-Blue Ridge AP   ,36.63,-80.02,14.8,11.2,-0.8,25,18
5,USA,Melfa-Accomack County AP   ,37.65,-75.77,15.8,10.6,-1,33,-27
5,USA,Newport News    ,37.13,-76.5,16.7,10.3,0.1,22,3
5,USA,Norfolk Intl AP   ,36.9,-76.2,16.5,10.4,0.5,25,6
5,USA,Norfolk NAS    ,36.95,-76.28,17.1,9.4,0.5,23,2
5,USA,Oceana NAS    ,36.82,-76.03,16.8,9.9,0.7,24,-37
5,USA,Petersburg Muni AP   ,37.18,-77.52,16.4,10.3,-0.9,20,-29
5,USA,Pulaski-New River Valley AP  ,37.13,-80.68,13.3,10.8,0.1,27,7
5,USA,Quantico MCAS    ,38.5,-77.3,15.4,11.1,0.8,25,-22
5,USA,Richmond Intl AP   ,37.52,-77.32,15.9,10.9,0.5,23,12
5,USA,Roanoke Rgnl AP-Woodrum Field  ,37.32,-79.97,14.9,10.8,0.3,21,14
5,USA,Staunton-Shenandoah Valley Rgnl AP  ,38.27,-78.9,14.5,11.5,-0.8,27,27
5,USA,Sterling-Washington Dulles Intl AP  ,38.98,-77.47,13.9,11.5,0.4,22,8
5,USA,Winchester Rgnl AP   ,39.15,-78.15,13.7,11.9,-0.3,24,1
5,USA,Wise-Lonesome Pine AP   ,36.98,-82.53,13.6,10.5,0.6,31,6
5,USA,Charlotte-AmalieHarrySTrum,18.35,-64.97,27.6,2,0.5,49,-3
5,USA,Burlington Intl AP   ,44.47,-73.15,9,12.7,-1.2,28,-4
5,USA,Montpelier AP    ,44.2,-72.57,8.7,12.1,-0.4,32,9
5,USA,Rutland State AP   ,43.52,-72.95,9.2,13.7,-0.8,29,5
5,USA,Springfield-Hartnes State AP   ,43.35,-72.52,9.2,12.4,-0.5,30,-14
5,USA,Bellingham Intl AP   ,48.8,-122.53,11.6,8.2,-0.8,19,21
5,USA,Bremerton National AP   ,47.48,-122.75,12.4,8,-0.9,16,44
5,USA,Ephrata Muni AP   ,47.3,-119.52,13.6,13.4,1.5,17,-28
5,USA,Fairchild AFB    ,47.63,-117.65,9.9,12.4,-2.7,21,49
